Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    

index % time    self  children    called     name
                                                 <spontaneous>
[1]     92.0    0.00    0.23                 main [1]
                0.00    0.21       1/1           perl_parse [4]
                0.00    0.02       1/1           perl_run [19]
                0.00    0.00       1/1           perl_construct [111]
                0.00    0.00       1/1           perl_destruct [147]
                0.00    0.00       1/292418      Perl_push_scope [29]
                0.00    0.00      15/16          Perl_rsignal_state [429]
                0.00    0.00       1/1           Perl_sys_init3 [626]
                0.00    0.00       1/1           perl_alloc [642]
                0.00    0.00       1/1           PerlIO_teardown [598]
                0.00    0.00       1/1           Perl_sys_term [627]
                0.00    0.00       1/1           perl_free [643]
-----------------------------------------------
[2]     92.0    0.04    0.19      12+872349  <cycle 6 as a whole> [2]
                0.00    0.19  356020             Perl_runops_standard <cycle 6> [7]
                0.02    0.00   53441             S_mergesortsv <cycle 6> [16]
                0.02    0.00   53441             dynprep <cycle 6> [17]
                0.00    0.00  356008             S_sortcv <cycle 6> [49]
                0.00    0.00   53451             Perl_pp_sort <cycle 6> [51]
-----------------------------------------------
                0.00    0.21       1/1           perl_parse [4]
[3]     84.3    0.00    0.21       1         S_parse_body [3]
                0.00    0.21       1/1           Perl_yyparse [5]
                0.00    0.00       1/1           Perl_boot_core_UNIVERSAL [85]
                0.00    0.00       1/1           S_init_postdump_symbols [89]
                0.00    0.00       1/1           xs_init [98]
                0.00    0.00       1/1           S_init_main_stash [106]
                0.00    0.00       3/4           S_incpush [109]
                0.00    0.00       1/1           S_init_predump_symbols [117]
                0.00    0.00       3/27          Perl_newXS [95]
                0.00    0.00       1/1           S_init_perllib [136]
                0.00    0.00       1/106702      Perl_free_tmps [39]
                0.00    0.00       1/1           S_open_script [155]
                0.00    0.00       1/1           Perl_boot_core_PerlIO [163]
                0.00    0.00       1/52          Perl_newXS_flags [86]
                0.00    0.00       1/1           Perl_lex_start [165]
                0.00    0.00       1/757649      Perl_newSVpvn [13]
                0.00    0.00       1/292418      Perl_push_scope [29]
                0.00    0.00       1/918138      Perl_sv_setpvn [15]
                0.00    0.00       3/4043238     Perl_av_store <cycle 7> [235]
                0.00    0.00       1/5           Perl_pad_new [145]
                0.00    0.00       2/4043238     Perl_newSV_type <cycle 7> [250]
                0.00    0.00       1/1           Perl_set_caret_X [199]
                0.00    0.00       1/1           Perl_boot_core_mro [193]
                0.00    0.00       1/4043238     Perl_leave_scope <cycle 7> [222]
                0.00    0.00       1/82          Perl_sv_setpv [138]
                0.00    0.00       3/17          Perl_av_push [426]
                0.00    0.00       1/2           S_incpush_use_sep [583]
                0.00    0.00       1/16          Perl_rsignal_state [429]
                0.00    0.00       1/788593      Perl_safesysfree [221]
                0.00    0.00       1/11          S_SvREFCNT_dec [451]
                0.00    0.00       1/292418      Perl_pop_scope [226]
-----------------------------------------------
                0.00    0.21       1/1           main [1]
[4]     84.3    0.00    0.21       1         perl_parse [4]
                0.00    0.21       1/1           S_parse_body [3]
                0.00    0.00       1/1           Perl_my_setenv [616]
                0.00    0.00       1/11          S_SvREFCNT_dec [451]
-----------------------------------------------
                0.00    0.21       1/1           S_parse_body [3]
[5]     84.3    0.00    0.21       1         Perl_yyparse [5]
                0.00    0.16     250/320         S_fold_constants [6]
                0.00    0.01     758/758         Perl_yylex [22]
                0.00    0.01      14/14          Perl_newGVREF [36]
                0.00    0.01      12/12          Perl_newLOGOP [37]
                0.00    0.01       3/5           Perl_newWHILEOP [35]
                0.00    0.00       2/2           Perl_newFOROP [40]
                0.00    0.00      28/29          Perl_newASSIGNOP [45]
                0.00    0.00       4/4           Perl_newATTRSUB_x [48]
                0.00    0.00       3/3           Perl_newCONDOP [60]
                0.00    0.00     130/222         Perl_newUNOP <cycle 1> [84]
                0.00    0.00      58/60          Perl_op_convert_list [73]
                0.00    0.00     106/106         S_pending_ident [83]
                0.00    0.00       1/222         Perl_ck_fun <cycle 1> [67]
                0.00    0.00       3/3           Perl_pmruntime [104]
                0.00    0.00       1/1           Perl_newPROG [110]
                0.00    0.00      26/26          S_sublex_done [118]
                0.00    0.00       4/4           Perl_start_subparse [123]
                0.00    0.00      62/73          Perl_newBINOP [119]
                0.00    0.00      28/28          Perl_block_end [125]
                0.00    0.00      10/13          Perl_op_scope [156]
                0.00    0.00       1/292418      Perl_push_scope [29]
                0.00    0.00       1/4043238     Perl_leave_scope <cycle 7> [222]
                0.00    0.00      98/146         Perl_newLISTOP [189]
                0.00    0.00       5/94          Perl_newOP [188]
                0.00    0.00    2240/2240        S_SvREFCNT_inc [278]
                0.00    0.00    2240/2240        S_SvREFCNT_dec [277]
                0.00    0.00     192/1096        Perl_scalar [282]
                0.00    0.00     102/335         Perl_ck_null [291]
                0.00    0.00      88/93          Perl_op_append_list [334]
                0.00    0.00      85/95          Perl_op_prepend_elem [333]
                0.00    0.00      79/81          Perl_newSVREF [347]
                0.00    0.00      69/70          Perl_newSTATEOP [352]
                0.00    0.00      28/28          Perl_block_start [392]
                0.00    0.00      26/40          Perl_op_append_elem [375]
                0.00    0.00      25/25          Perl_newAVREF [401]
                0.00    0.00      17/77          Perl_doref [348]
                0.00    0.00      16/86          Perl_intro_my [339]
                0.00    0.00       7/8           Perl_sawparens [463]
                0.00    0.00       5/57          Perl_op_lvalue_flags [357]
                0.00    0.00       5/5           Perl_oopsHV [506]
                0.00    0.00       5/5           Perl_jmaybe [503]
                0.00    0.00       4/4           Perl_save_int [520]
                0.00    0.00       4/159858      Perl_save_pushptr [232]
                0.00    0.00       3/80166       Perl_save_pushptrptr [240]
                0.00    0.00       3/20          Perl_newCVREF [412]
                0.00    0.00       2/53505       Perl_save_vptr [247]
                0.00    0.00       2/2           Perl_newNULLLIST [575]
                0.00    0.00       2/2           Perl_oopsAV [576]
                0.00    0.00       1/162         Perl_save_pptr [309]
                0.00    0.00       1/923598      Perl_safesysmalloc [216]
                0.00    0.00       1/4           Perl_save_destructor_x [519]
                0.00    0.00       1/1           Perl_ck_spair [605]
                0.00    0.00       1/1           Perl_newHVREF [618]
                0.00    0.00       1/292418      Perl_pop_scope [226]
-----------------------------------------------
                0.00    0.00       1/320         Perl_ck_fun <cycle 1> [67]
                0.00    0.00       1/320         S_scan_inputsymbol [65]
                0.00    0.00       2/320         Perl_newCONDOP [60]
                0.00    0.00       2/320         Perl_newFOROP [40]
                0.00    0.00       4/320         Perl_newATTRSUB_x [48]
                0.00    0.00       5/320         Perl_newASSIGNOP [45]
                0.00    0.01       8/320         Perl_newWHILEOP [35]
                0.00    0.01      13/320         Perl_newGVREF [36]
                0.00    0.01      17/320         S_new_logop [23]
                0.00    0.01      17/320         Perl_yylex [22]
                0.00    0.16     250/320         Perl_yyparse [5]
[6]     84.3    0.00    0.21     320         S_fold_constants [6]
                0.04    0.17      11/12          Perl_runops_standard <cycle 6> [7]
                0.00    0.00      11/11          Perl_create_eval_scope [103]
                0.00    0.00      11/4043238     Perl_leave_scope <cycle 7> [222]
                0.00    0.00      11/4043238     Perl_op_free <cycle 7> [358]
                0.00    0.00      64/103         Perl_op_linklist [329]
                0.00    0.00      11/292418      Perl_pop_scope [226]
                0.00    0.00      11/11          Perl_delete_eval_scope [446]
                0.00    0.00      11/788593      Perl_safesysfree [221]
                0.00    0.00      11/216         Perl_ck_svconst [301]
                0.00    0.00      11/224         Perl_newSVOP [299]
                0.00    0.00      11/11          Perl_pad_swipe [449]
-----------------------------------------------
                              356008             S_sortcv <cycle 6> [49]
                0.00    0.02       1/12          S_run_body [18]
                0.04    0.17      11/12          S_fold_constants [6]
[7]     74.0    0.00    0.19  356020         Perl_runops_standard <cycle 6> [7]
                0.02    0.04   80175/80175       Perl_pp_split [8]
                0.00    0.02   80176/80176       Perl_pp_join [14]
                0.01    0.01   26410/26410       Perl_pp_aassign [20]
                0.01    0.00   53450/53450       Perl_pp_helem [24]
                0.01    0.00       1/1           Perl_do_kv [25]
                0.01    0.00   79366/79366       Perl_pp_iter [26]
                0.00    0.01   26725/26725       Perl_pp_schop [27]
                0.01    0.00   53132/53132       Perl_pp_cond_expr [30]
                0.00    0.01   26725/26725       Perl_pp_reverse [38]
                0.00    0.00  835917/835917      Perl_pp_nextstate [41]
                0.00    0.00   80175/80175       Perl_pp_push [42]
                0.00    0.00  106596/106596      Perl_pp_sassign [43]
                0.00    0.00   79949/79949       Perl_pp_enter [47]
                0.00    0.00   53286/53286       Perl_pp_concat [50]
                0.00    0.00   79948/79948       Perl_pp_leave [52]
                0.00    0.00   26321/26321       Perl_pp_enteriter [54]
                0.00    0.00   53450/53450       Perl_pp_entersub [55]
                0.00    0.00   26725/26725       Perl_pp_sprintf [58]
                0.00    0.00   79884/79884       Perl_pp_unstack [59]
                0.00    0.00   26324/26324       Perl_pp_leaveloop [64]
                0.00    0.00   79246/79246       Perl_pp_multideref [68]
                0.00    0.00  409458/409458      Perl_pp_leavesub [70]
                0.00    0.00   26320/26320       Perl_pp_rv2sv [71]
                0.00    0.00     176/176         Perl_pp_postinc [80]
                0.00    0.00     116/116         Perl_pp_av2arylen [90]
                0.00    0.00     125/125         Perl_pp_print [116]
                0.00    0.00      11/11          Perl_pp_stringify [121]
                0.00    0.00       3/3           Perl_pp_enterloop [126]
                0.00    0.00  356008/356008      Perl_pp_scmp [139]
                0.00    0.00       1/1           Perl_pp_prtf [146]
                0.00    0.00   26726/26726       Perl_do_readline [151]
                0.00    0.00       2/2           Perl_pp_open [153]
                0.00    0.00       2/2           Perl_pp_multiply [160]
                0.00    0.00  159961/159961      Perl_pp_modulo [162]
                0.00    0.00       2/2           Perl_pp_int [178]
                0.00    0.00       1/1           Perl_pp_exit [198]
                0.00    0.00   26839/26839       Perl_pp_add [201]
                0.00    0.00  266332/266332      Perl_pp_rv2av [202]
                0.00    0.00   53450/53450       Perl_pp_preinc [203]
                0.00    0.00 1353163/1353163     Perl_pp_gvsv [213]
                0.00    0.00  399971/399971      Perl_pp_pushmark [223]
                0.00    0.00  347178/347178      Perl_pp_const [224]
                0.00    0.00  293099/293099      Perl_pp_gv [225]
                0.00    0.00  239620/239620      Perl_pp_and [227]
                0.00    0.00   80175/80175       Perl_pp_pushre [238]
                0.00    0.00   26726/26726       Perl_pp_defined [266]
                0.00    0.00   26726/26726       Perl_pp_readline [267]
                0.00    0.00     124/124         Perl_pp_rv2gv [321]
                0.00    0.00     114/114         Perl_pp_le [325]
                0.00    0.00      88/88          Perl_pp_gt [338]
                0.00    0.00      11/11          Perl_pp_null [450]
                0.00    0.00       4/4           Perl_pp_or [518]
                0.00    0.00       2/2           Perl_pp_close [577]
                               53451             Perl_pp_sort <cycle 6> [51]
-----------------------------------------------
                0.02    0.04   80175/80175       Perl_runops_standard <cycle 6> [7]
[8]     23.0    0.02    0.04   80175         Perl_pp_split [8]
                0.01    0.02  757618/757649      Perl_newSVpvn [13]
                0.01    0.00  757618/784159      Perl_sv_2mortal [28]
                0.00    0.00  160350/160350      S_ReANY [231]
                0.00    0.00   80175/80175       get_regex_charset [239]
-----------------------------------------------
                0.00    0.00       1/865777      Perl_lex_next_chunk [167]
                0.00    0.00       6/865777      S_incpush [109]
                0.00    0.00       9/865777      Perl_yylex [22]
                0.00    0.00   26726/865777      Perl_sv_vcatpvfn_flags [61]
                0.00    0.00   53286/865777      Perl_pp_concat [50]
                0.00    0.00  106896/865777      Perl_sv_catsv_flags [44]
                0.02    0.00  678853/865777      Perl_do_join [11]
[9]     12.1    0.03    0.00  865777         Perl_sv_catpvn_flags [9]
                0.00    0.00   29807/4043238     Perl_sv_grow <cycle 7> [219]
                0.00    0.00       4/4           Perl_sv_pvn_force_flags [177]
-----------------------------------------------
[10]    12.0    0.02    0.01 4043238+1054760 <cycle 7 as a whole> [10]
                0.02    0.01  133403             Perl_hv_common <cycle 7> [12]
                0.00    0.00     187             Perl_gv_init_pvn <cycle 7> [75]
                0.00    0.00     347             S_parse_gv_stash_name <cycle 7> [79]
                0.00    0.00       2             Perl_newHVhv <cycle 7> [102]
                0.00    0.00       6             Perl_hv_clear <cycle 7> [127]
                0.00    0.00       7+3           S_mro_get_linear_isa_dfs <cycle 7> [135]
                0.00    0.00       3             Perl_mro_isa_changed_in <cycle 7> [173]
                0.00    0.00 1103991             Perl_sv_upgrade <cycle 7> [215]
                0.00    0.00  917630             Perl_sv_clear <cycle 7> [217]
                0.00    0.00  917626             Perl_sv_free2 <cycle 7> [218]
                0.00    0.00  899339             Perl_sv_grow <cycle 7> [219]
                0.00    0.00  622133             Perl_leave_scope <cycle 7> [222]
                0.00    0.00  212777             Perl_newSV <cycle 7> [229]
                0.00    0.00  133448             Perl_av_store <cycle 7> [235]
                0.00    0.00   74859             S_sv_uncow <cycle 7> [243]
                0.00    0.00   53109             Perl_newSV_type <cycle 7> [250]
                0.00    0.00   26416             Perl_newSVhek <cycle 7> [272]
                0.00    0.00     802             Perl_op_clear <cycle 7> [284]
                0.00    0.00     686             Perl_hv_common_key_len <cycle 7> [286]
                0.00    0.00     394             Perl_gv_fetchpvn_flags <cycle 7> [289]
                0.00    0.00      56+335         Perl_op_free <cycle 7> [358]
                0.00    0.00     275             Perl_sv_add_backref <cycle 7> [296]
                0.00    0.00     143             Perl_sv_magicext <cycle 7> [313]
                0.00    0.00     128             S_gv_magicalize <cycle 7> [320]
                0.00    0.00      60             Perl_sv_magic <cycle 7> [355]
                0.00    0.00      51             Perl_gv_add_by_type <cycle 7> [364]
                0.00    0.00      47             Perl_mg_copy <cycle 7> [370]
                0.00    0.00      14             S_gv_stashsvpvn_cached <cycle 7> [436]
                0.00    0.00      10             S_hfreeentries <cycle 7> [454]
                0.00    0.00       9             S_gv_stashpvn_internal <cycle 7> [458]
                0.00    0.00       7             Perl_mro_get_linear_isa <cycle 7> [466]
                0.00    0.00       6             S_curse <cycle 7> [495]
                0.00    0.00       4             Perl_hv_undef_flags <cycle 7> [517]
                0.00    0.00       2+2           S_gv_fetchmeth_internal <cycle 7> [582]
                0.00    0.00       4             Perl_sv_replace <cycle 7> [521]
                0.00    0.00       3             Perl_sv_sethek <cycle 7> [545]
                0.00    0.00       3             Perl_mg_set <cycle 7> [540]
                0.00    0.00       3             Perl_magic_setisa <cycle 7> [539]
                0.00    0.00       3             Perl_magic_clearisa <cycle 7> [538]
                0.00    0.00       2             S_mro_clean_isarev <cycle 7> [584]
                0.00    0.00       1             Perl_gv_fetchmeth_pvn_autoload <cycle 7> [611]
                0.00    0.00       1             S_gv_magicalize_isa <cycle 7> [633]
                0.00    0.00       1             Perl_parser_free <cycle 7> [621]
-----------------------------------------------
                0.00    0.01   26720/106896      Perl_pp_reverse [38]
                0.00    0.02   80176/106896      Perl_pp_join [14]
[11]    12.0    0.00    0.03  106896         Perl_do_join [11]
                0.02    0.00  678853/865777      Perl_sv_catpvn_flags [9]
                0.00    0.00  106896/106896      Perl_sv_catsv_flags [44]
                0.00    0.00  106896/918138      Perl_sv_setpvn [15]
                0.00    0.00     879/4043238     Perl_sv_grow <cycle 7> [219]
                0.00    0.00       5/4043238     Perl_sv_upgrade <cycle 7> [215]
-----------------------------------------------
                                   4             S_gv_fetchmeth_internal <cycle 7> [582]
                                  14             S_gv_stashsvpvn_cached <cycle 7> [436]
                                  15             Perl_mro_isa_changed_in <cycle 7> [173]
                                  16             S_mro_get_linear_isa_dfs <cycle 7> [135]
                                 686             Perl_hv_common_key_len <cycle 7> [286]
                0.00    0.00       1/4043238     Perl_mro_register [196]
                0.00    0.00      83/4043238     Perl_mro_method_changed_in [105]
                0.00    0.00   53450/4043238     Perl_pp_helem [24]
                0.00    0.00   79134/4043238     Perl_pp_multideref [68]
[12]    12.0    0.02    0.01  133403         Perl_hv_common <cycle 7> [12]
                0.01    0.00   53073/53505       S_share_hek_flags [34]
                0.00    0.00   54156/54208       S_perl_hash_one_at_a_time_hard [245]
                0.00    0.00   53073/53077       S_new_he [251]
                0.00    0.00      47/47          S_hv_magic_check [371]
                0.00    0.00      35/41          S_hsplit [374]
                0.00    0.00      14/497         Perl_safesyscalloc [287]
                0.00    0.00       4/6           S_SvREFCNT_dec [493]
                0.00    0.00       3/3           Perl_hv_placeholders_get [537]
                               53006             Perl_newSV <cycle 7> [229]
                                  47             Perl_mg_copy <cycle 7> [370]
-----------------------------------------------
                0.00    0.00       1/757649      S_parse_body [3]
                0.00    0.00       1/757649      S_init_predump_symbols [117]
                0.00    0.00       1/757649      Perl_lex_start [165]
                0.00    0.00       3/757649      perl_construct [111]
                0.00    0.00       3/757649      Perl_populate_isa [131]
                0.00    0.00       3/757649      S_sublex_done [118]
                0.00    0.00       4/757649      S_incpush [109]
                0.00    0.00       6/757649      Perl_gv_fetchfile_flags [99]
                0.00    0.00       9/757649      Perl_re_op_compile [107]
                0.01    0.02  757618/757649      Perl_pp_split [8]
[13]    11.1    0.01    0.02  757649         Perl_newSVpvn [13]
                0.01    0.01  757649/918138      Perl_sv_setpvn [15]
                0.00    0.00     141/1260        S_more_sv [280]
-----------------------------------------------
                0.00    0.02   80176/80176       Perl_runops_standard <cycle 6> [7]
[14]     9.0    0.00    0.02   80176         Perl_pp_join [14]
                0.00    0.02   80176/106896      Perl_do_join [11]
-----------------------------------------------
                0.00    0.00       1/918138      S_parse_body [3]
                0.00    0.00       1/918138      S_init_main_stash [106]
                0.00    0.00       1/918138      S_init_predump_symbols [117]
                0.00    0.00       1/918138      Perl_yylex [22]
                0.00    0.00       2/918138      S_init_postdump_symbols [89]
                0.00    0.00       3/918138      perl_construct [111]
                0.00    0.00      11/918138      Perl_create_eval_scope [103]
                0.00    0.00      11/918138      Perl_sv_copypv_flags [122]
                0.00    0.00      48/918138      Perl_newSVpv [94]
                0.00    0.00     139/918138      Perl_newSVpvn_flags [82]
                0.00    0.00   26644/918138      Perl_pp_concat [50]
                0.00    0.00   26731/918138      Perl_sv_vsetpvfn [56]
                0.00    0.00  106896/918138      Perl_do_join [11]
                0.01    0.01  757649/918138      Perl_newSVpvn [13]
[15]     8.7    0.01    0.01  918138         Perl_sv_setpvn [15]
                0.00    0.00  789652/4043238     Perl_sv_grow <cycle 7> [219]
                0.00    0.00  757865/4043238     Perl_sv_upgrade <cycle 7> [215]
                0.00    0.00   31784/100829      Perl_sv_force_normal_flags [69]
-----------------------------------------------
                               53441             Perl_pp_sort <cycle 6> [51]
[16]     8.0    0.02    0.00   53441         S_mergesortsv <cycle 6> [16]
                0.00    0.00  923252/1518383     Perl_sv_cmp_flags [212]
                0.00    0.00  923252/1162375     Perl_sv_cmp [214]
                0.00    0.00       1/923598      Perl_safesysmalloc [216]
                0.00    0.00       1/788593      Perl_safesysfree [221]
                              342779             S_sortcv <cycle 6> [49]
                               53441             dynprep <cycle 6> [17]
-----------------------------------------------
                               53441             S_mergesortsv <cycle 6> [16]
[17]     8.0    0.02    0.00   53441         dynprep <cycle 6> [17]
                0.00    0.00  239123/1518383     Perl_sv_cmp_flags [212]
                0.00    0.00  239123/1162375     Perl_sv_cmp [214]
                               13229             S_sortcv <cycle 6> [49]
-----------------------------------------------
                0.00    0.02       1/1           perl_run [19]
[18]     7.7    0.00    0.02       1         S_run_body [18]
                0.00    0.02       1/12          Perl_runops_standard <cycle 6> [7]
                0.00    0.00       1/1           S_CvDEPTHp [628]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[19]     7.7    0.00    0.02       1         perl_run [19]
                0.00    0.02       1/1           S_run_body [18]
                0.00    0.00       1/292418      Perl_pop_scope [226]
-----------------------------------------------
                0.01    0.01   26410/26410       Perl_runops_standard <cycle 6> [7]
[20]     6.5    0.01    0.01   26410         Perl_pp_aassign [20]
                0.00    0.00   53133/320270      Perl_sv_setsv_flags [21]
                0.00    0.00   26410/26411       Perl_av_clear [62]
                0.00    0.00   26725/80175       Perl_sv_mortalcopy_flags [46]
                0.00    0.00   26410/292418      Perl_push_scope [29]
                0.00    0.00   53133/4043238     Perl_newSV <cycle 7> [229]
                0.00    0.00   53133/4043238     Perl_av_store <cycle 7> [235]
                0.00    0.00   52816/4043238     Perl_leave_scope <cycle 7> [222]
                0.00    0.00   52816/292418      Perl_pop_scope [226]
                0.00    0.00   26410/159858      Perl_save_pushptr [232]
                0.00    0.00   26410/79374       Perl_av_extend_guts [241]
                0.00    0.00   26410/79371       Perl_av_extend [242]
-----------------------------------------------
                0.00    0.00       4/320270      Perl_yylex [22]
                0.00    0.00       5/320270      Perl_pp_reverse [38]
                0.00    0.00       6/320270      Perl_newSVsv [124]
                0.00    0.00     176/320270      Perl_pp_postinc [80]
                0.00    0.00   53133/320270      Perl_pp_aassign [20]
                0.00    0.00   80175/320270      Perl_pp_push [42]
                0.00    0.00   80175/320270      Perl_sv_mortalcopy_flags [46]
                0.00    0.00  106596/320270      Perl_pp_sassign [43]
[21]     4.9    0.01    0.00  320270         Perl_sv_setsv_flags [21]
                0.00    0.00  213498/4043238     Perl_sv_upgrade <cycle 7> [215]
                0.00    0.00   51750/4043238     Perl_sv_grow <cycle 7> [219]
                0.00    0.00   69040/100829      Perl_sv_force_normal_flags [69]
                0.00    0.00   79857/80240       S_SvREFCNT_inc [237]
                0.00    0.00   26406/26787       S_SvREFCNT_dec_NN [263]
                0.00    0.00   26406/26406       Perl_sv_unref_flags [273]
                0.00    0.00     784/788593      Perl_safesysfree [221]
-----------------------------------------------
                0.00    0.01     758/758         Perl_yyparse [5]
[22]     4.8    0.00    0.01     758         Perl_yylex [22]
                0.00    0.01      17/320         S_fold_constants [6]
                0.00    0.00       1/1           S_scan_inputsymbol [65]
                0.00    0.00      17/222         Perl_newUNOP <cycle 1> [84]
                0.00    0.00      28/28          S_scan_const [91]
                0.00    0.00      23/23          S_sublex_push [101]
                0.00    0.00      31/34          S_scan_str [108]
                0.00    0.00      17/139         Perl_newSVpvn_flags [82]
                0.00    0.00      35/35          S_sublex_start [112]
                0.00    0.00       9/865777      Perl_sv_catpvn_flags [9]
                0.00    0.00      24/4043238     Perl_gv_fetchpvn_flags <cycle 7> [289]
                0.00    0.00      23/4043238     Perl_hv_common_key_len <cycle 7> [286]
                0.00    0.00       4/320270      Perl_sv_setsv_flags [21]
                0.00    0.00      17/4043238     Perl_op_free <cycle 7> [358]
                0.00    0.00       3/3           S_scan_pat [157]
                0.00    0.00     144/145         Perl_lex_next_chunk [167]
                0.00    0.00       3/3           S_force_word [174]
                0.00    0.00       1/918138      Perl_sv_setpvn [15]
                0.00    0.00       1/1           S_force_ident [175]
                0.00    0.00       2/2           S_intuit_method [179]
                0.00    0.00      18/18          Perl_scan_num [180]
                0.00    0.00     273/297         S_skipspace_flags [205]
                0.00    0.00      36/36          S_lop [206]
                0.00    0.00     162/164         S_force_next [308]
                0.00    0.00     143/144         S_incline [311]
                0.00    0.00     107/107         S_scan_ident [326]
                0.00    0.00     106/106         S_force_ident_maybe_lex [327]
                0.00    0.00     104/105         S_intuit_more [328]
                0.00    0.00      89/92          S_scan_word [336]
                0.00    0.00      83/83          S_word_takes_any_delimeter [345]
                0.00    0.00      83/83          Perl_keyword_plugin_standard [344]
                0.00    0.00      83/86          Perl_keyword [340]
                0.00    0.00      82/195         Perl_pad_findmy_pvn [303]
                0.00    0.00      34/216         Perl_ck_svconst [301]
                0.00    0.00      34/224         Perl_newSVOP [299]
                0.00    0.00      32/32          PerlIOBuf_tell [385]
                0.00    0.00      32/38          Perl_PerlIO_tell [382]
                0.00    0.00      21/21          S_ao [409]
                0.00    0.00      19/248         Perl_ckwarn [297]
                0.00    0.00      19/19          S_checkcomma [417]
                0.00    0.00      17/18          S_newSV_maybe_utf8 [424]
                0.00    0.00      17/17          S_SvREFCNT_inc_NN [427]
                0.00    0.00      17/20          Perl_newCVREF [412]
                0.00    0.00      17/20          Perl_rv2cv_op_cv [413]
                0.00    0.00      17/788593      Perl_safesysfree [221]
                0.00    0.00       2/2           Perl_instr [569]
-----------------------------------------------
                0.00    0.00       5/17          Perl_newWHILEOP [35]
                0.00    0.01      12/17          Perl_newLOGOP [37]
[23]     4.5    0.00    0.01      17         S_new_logop [23]
                0.00    0.01      17/320         S_fold_constants [6]
                0.00    0.00      17/222         Perl_newUNOP <cycle 1> [84]
                0.00    0.00      18/103         Perl_op_linklist [329]
                0.00    0.00      17/1096        Perl_scalar [282]
                0.00    0.00      17/19          S_scalarboolean [420]
                0.00    0.00      17/19          S_search_const [421]
                0.00    0.00      17/19          S_alloc_LOGOP [416]
                0.00    0.00      17/72          Perl_op_sibling_splice [350]
                0.00    0.00      17/335         Perl_ck_null [291]
                0.00    0.00      15/248         Perl_ckwarn [297]
-----------------------------------------------
                0.01    0.00   53450/53450       Perl_runops_standard <cycle 6> [7]
[24]     4.4    0.01    0.00   53450         Perl_pp_helem [24]
                0.00    0.00   53450/79770       Perl_vivify_ref [63]
                0.00    0.00   53450/4043238     Perl_hv_common <cycle 7> [12]
-----------------------------------------------
                0.01    0.00       1/1           Perl_runops_standard <cycle 6> [7]
[25]     4.2    0.01    0.00       1         Perl_do_kv [25]
                0.00    0.00   26407/784159      Perl_sv_2mortal [28]
                0.00    0.00   26407/26407       Perl_hv_iterkeysv [72]
                0.00    0.00   26408/26417       Perl_hv_iternext_flags [271]
                0.00    0.00       1/3           Perl_hv_iterinit [536]
                0.00    0.00       1/1           Perl_stack_grow [623]
-----------------------------------------------
                0.01    0.00   79366/79366       Perl_runops_standard <cycle 6> [7]
[26]     4.1    0.01    0.00   79366         Perl_pp_iter [26]
                0.00    0.00   26321/4043238     Perl_sv_free2 <cycle 7> [218]
                0.00    0.00   53045/106495      S_SvREFCNT_dec [236]
-----------------------------------------------
                0.00    0.01   26725/26725       Perl_runops_standard <cycle 6> [7]
[27]     4.0    0.00    0.01   26725         Perl_pp_schop [27]
                0.01    0.00   26725/26725       S_do_chomp [31]
                0.00    0.00   26725/596265      Perl_sv_setiv [133]
-----------------------------------------------
                0.00    0.00       1/784159      PerlIO_open [166]
                0.00    0.00       2/784159      Perl_mro_isa_changed_in <cycle 7> [173]
                0.00    0.00       3/784159      S_ssc_anything [143]
                0.00    0.00      12/784159      S_mro_get_linear_isa_dfs <cycle 7> [135]
                0.00    0.00     116/784159      Perl_pp_av2arylen [90]
                0.00    0.00   26407/784159      Perl_do_kv [25]
                0.01    0.00  757618/784159      Perl_pp_split [8]
[28]     4.0    0.01    0.00  784159         Perl_sv_2mortal [28]
                0.00    0.00      54/54          Perl_tmps_grow_p [362]
-----------------------------------------------
                0.00    0.00       1/292418      Perl_newCONSTSUB_flags [142]
                0.00    0.00       1/292418      S_parse_body [3]
                0.00    0.00       1/292418      main [1]
                0.00    0.00       1/292418      Perl_yyparse [5]
                0.00    0.00       3/292418      Perl_re_op_compile [107]
                0.00    0.00       5/292418      Perl_finalize_optree [130]
                0.00    0.00       6/292418      Perl_hv_clear <cycle 7> [127]
                0.00    0.00       6/292418      Perl_pp_enterloop [126]
                0.00    0.00      11/292418      Perl_create_eval_scope [103]
                0.00    0.00      23/292418      S_sublex_push [101]
                0.00    0.00      24/292418      Perl_rpeep [88]
                0.00    0.00      28/292418      S_scan_const [91]
                0.00    0.00   26406/292418      Perl_av_clear [62]
                0.00    0.00   26410/292418      Perl_pp_aassign [20]
                0.00    0.00   52642/292418      Perl_pp_enteriter [54]
                0.00    0.00   53450/292418      Perl_pp_entersub [55]
                0.00    0.00   53451/292418      Perl_pp_sort <cycle 6> [51]
                0.00    0.00   79949/292418      Perl_pp_enter [47]
[29]     4.0    0.01    0.00  292418         Perl_push_scope [29]
-----------------------------------------------
                0.01    0.00   53132/53132       Perl_runops_standard <cycle 6> [7]
[30]     4.0    0.01    0.00   53132         Perl_pp_cond_expr [30]
-----------------------------------------------
                0.01    0.00   26725/26725       Perl_pp_schop [27]
[31]     4.0    0.01    0.00   26725         S_do_chomp [31]
