Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    1.55   13981/13981       lz_decode [23]
[22]     7.5    0.00    1.55   13981         decode_buffer [22]
                0.00    1.55   13983/13983       lzma2_decode [21]
                0.00    0.00       2/4           lz_decoder_reset [158]
-----------------------------------------------
                0.00    1.55   13981/13981       block_decode [20]
[23]     7.5    0.00    1.55   13981         lz_decode [23]
                0.00    1.55   13981/13981       decode_buffer [22]
-----------------------------------------------
                1.46    0.09    4886/4886        lzma2_decode [21]
[24]     7.5    1.46    0.09    4886         lzma_decode [24]
                0.04    0.00 19441544/19513658     dict_get [49]
                0.03    0.00    4886/4886        rc_read_init [55]
                0.02    0.00 17966391/17966391     dict_put [60]
                0.00    0.00  449564/449564      dict_repeat [80]
                0.00    0.00 1494936/1494936     dict_is_distance_valid [101]
-----------------------------------------------
                0.08    0.96 40984512/40984512     lzma_lzma_encode [7]
[25]     5.1    0.08    0.96 40984512         encode_symbol [25]
                0.16    0.71 39807659/39807659     literal [29]
                0.05    0.00 42161365/367318462     rc_bit [31]
                0.00    0.03  357823/357823      match [53]
                0.00    0.00  819030/819030      rep_match [76]
-----------------------------------------------
                0.00    0.00       4/780868      sha_done [89]
                0.12    0.90  780864/780868      sha_process [28]
[26]     5.0    0.12    0.90  780868         sha_compress [26]
                0.09    0.12 62469440/62469440     Sigma0 [35]
                0.09    0.09 49975552/49975552     Gamma1 [36]
                0.08    0.09 49975552/49975552     Gamma0 [37]
                0.05    0.12 62469440/62469440     Sigma1 [38]
                0.07    0.00 62469440/62469440     Ch [44]
                0.05    0.00 62469440/62469440     Maj [46]
                0.04    0.00 12493888/12493888     load64 [50]
-----------------------------------------------
                0.00    0.34       1/3           main [1]
                0.00    0.68       2/3           spec_mem_load [17]
[27]     5.0    0.00    1.02       3         spec_mem_sum [27]
                0.00    1.02       3/3           sha_process [28]
                0.00    0.00       3/3           sha_done [89]
                0.00    0.00       3/3           sha_init [167]
                0.00    0.00       3/27          store64 [131]
-----------------------------------------------
                0.00    1.02       3/3           spec_mem_sum [27]
[28]     5.0    0.00    1.02       3         sha_process [28]
                0.12    0.90  780864/780868      sha_compress [26]
                0.00    0.00       3/3           sortof_strdup [168]
                0.00    0.00       1/1           sha_min [257]
-----------------------------------------------
                0.16    0.71 39807659/39807659     encode_symbol [25]
[29]     4.3    0.16    0.71 39807659         literal [29]
                0.31    0.39 38647264/39380744     rc_bittree [30]
                0.00    0.01 1160395/1160395     literal_matched [66]
-----------------------------------------------
                0.00    0.00       1/39380744     encode_init [67]
                0.00    0.00  357823/39380744     match [53]
                0.00    0.00  375656/39380744     length [75]
                0.31    0.39 38647264/39380744     literal [29]
[30]     3.5    0.32    0.40 39380744         rc_bittree [30]
                0.40    0.00 312453781/367318462     rc_bit [31]
-----------------------------------------------
                0.00    0.00       1/367318462     encode_init [67]
                0.00    0.00  376156/367318462     length [75]
                0.00    0.00 1401910/367318462     rc_bittree_reverse [77]
                0.00    0.00 1642089/367318462     rep_match [76]
                0.01    0.00 9283160/367318462     literal_matched [66]
                0.05    0.00 42161365/367318462     encode_symbol [25]
                0.40    0.00 312453781/367318462     rc_bittree [30]
[31]     2.3    0.47    0.00 367318462         rc_bit [31]
-----------------------------------------------
                0.06    0.00 99951104/574718848     Gamma1 [36]
                0.06    0.00 99951104/574718848     Gamma0 [37]
                0.12    0.00 187408320/574718848     Sigma1 [38]
                0.12    0.00 187408320/574718848     Sigma0 [35]
[32]     1.8    0.37    0.00 574718848         Rot [32]
-----------------------------------------------
                0.22    0.14 4416339/4416339     lzma_lzma_optimum_normal [8]
[33]     1.8    0.22    0.14 4416339         helper2 [33]
                0.06    0.00 4429886/6238542     get_literal_price [42]
                0.01    0.02 3122540/5666167     get_pos_len_price [47]
                0.01    0.00 3469346/5768139     rc_bittree_price [58]
                0.01    0.00 8861284/12559573     rc_bit_1_price [61]
                0.01    0.00  762493/1115106     get_short_rep_price [62]
                0.01    0.00 3565496/5378026     make_literal [71]
                0.00    0.00   41768/62726       get_pure_rep_price [81]
                0.00    0.00   14303/14303       get_rep_price [84]
                0.00    0.00 5892142/11554526     rc_bit_0_price [99]
                0.00    0.00  663605/890140      make_short_rep [103]
                0.00    0.00   69371/5758512     get_len_price [100]
-----------------------------------------------
                0.32    0.00 40952904/40952904     rc_encode [18]
[34]     1.5    0.32    0.00 40952904         rc_shift_low [34]
-----------------------------------------------
                0.09    0.12 62469440/62469440     sha_compress [26]
[35]     1.0    0.09    0.12 62469440         Sigma0 [35]
                0.12    0.00 187408320/574718848     Rot [32]
-----------------------------------------------
                0.09    0.09 49975552/49975552     sha_compress [26]
[36]     0.9    0.09    0.09 49975552         Gamma1 [36]
                0.06    0.00 99951104/574718848     Rot [32]
                0.03    0.00 49975552/99951104     Sh [45]
-----------------------------------------------
                0.08    0.09 49975552/49975552     sha_compress [26]
[37]     0.8    0.08    0.09 49975552         Gamma0 [37]
                0.06    0.00 99951104/574718848     Rot [32]
                0.03    0.00 49975552/99951104     Sh [45]
-----------------------------------------------
                0.05    0.12 62469440/62469440     sha_compress [26]
[38]     0.8    0.05    0.12 62469440         Sigma1 [38]
                0.12    0.00 187408320/574718848     Rot [32]
-----------------------------------------------
                0.14    0.00       1/1           main [1]
[39]     0.7    0.14    0.00       1         spec_mem_init [39]
-----------------------------------------------
                0.00    0.00       4/23424       hash_append [85]
                0.00    0.04    9439/23424       block_encode [3]
                0.00    0.07   13981/23424       block_decode [20]
[40]     0.5    0.00    0.11   23424         lzma_check_update [40]
                0.11    0.00   23420/23420       lzma_crc64 [41]
-----------------------------------------------
                0.11    0.00   23420/23420       lzma_check_update [40]
[41]     0.5    0.11    0.00   23420         lzma_crc64 [41]
-----------------------------------------------
                0.03    0.00 1808656/6238542     helper1 [13]
                0.06    0.00 4429886/6238542     helper2 [33]
[42]     0.4    0.09    0.00 6238542         get_literal_price [42]
                0.00    0.00 8112536/56101727     rc_bit_price [69]
-----------------------------------------------
                0.08    0.00 40990312/40990312     lzma_lzma_encode [7]
[43]     0.4    0.08    0.00 40990312         rc_pending [43]
-----------------------------------------------
                0.07    0.00 62469440/62469440     sha_compress [26]
[44]     0.3    0.07    0.00 62469440         Ch [44]
-----------------------------------------------
                0.03    0.00 49975552/99951104     Gamma1 [36]
                0.03    0.00 49975552/99951104     Gamma0 [37]
[45]     0.3    0.06    0.00 99951104         Sh [45]
-----------------------------------------------
                0.05    0.00 62469440/62469440     sha_compress [26]
[46]     0.2    0.05    0.00 62469440         Maj [46]
-----------------------------------------------
                0.01    0.01 2543627/5666167     helper1 [13]
                0.01    0.02 3122540/5666167     helper2 [33]
[47]     0.2    0.02    0.03 5666167         get_pos_len_price [47]
                0.03    0.00 5202558/5202558     get_pos_slot_2 [57]
                0.00    0.00 5666167/5758512     get_len_price [100]
-----------------------------------------------
                0.00    0.00   60958/41943037     lzma_mf_bt4_skip [82]
                0.04    0.00 41882079/41943037     lzma_mf_bt4_find [12]
[48]     0.2    0.05    0.00 41943037         move_pos [48]
-----------------------------------------------
                0.00    0.00   72114/19513658     dict_repeat [80]
                0.04    0.00 19441544/19513658     lzma_decode [24]
[49]     0.2    0.04    0.00 19513658         dict_get [49]
-----------------------------------------------
                0.04    0.00 12493888/12493888     sha_compress [26]
[50]     0.2    0.04    0.00 12493888         load64 [50]
-----------------------------------------------
                0.04    0.00       3/3           lzma_mf_bt4_find [12]
[51]     0.2    0.04    0.00       3         move_pending [51]
-----------------------------------------------
                0.00    0.00     396/41943436     lzma_mf_find [11]
                0.00    0.00   60958/41943436     lzma_mf_bt4_skip [82]
                0.03    0.00 41882082/41943436     lzma_mf_bt4_find [12]
[52]     0.2    0.04    0.00 41943436         mf_avail [52]
-----------------------------------------------
                0.00    0.03  357823/357823      encode_symbol [25]
[53]     0.2    0.00    0.03  357823         match [53]
                0.01    0.00  333802/333802      rc_direct [73]
                0.00    0.01   23086/27526       length_update_prices [74]
                0.00    0.01  357823/375656      length [75]
                0.00    0.00  357823/39380744     rc_bittree [30]
                0.00    0.00  356255/356255      rc_bittree_reverse [77]
                0.00    0.00  357823/357823      get_pos_slot [106]
-----------------------------------------------
                0.01    0.00  329808/712844      fill_align_prices [63]
                0.02    0.00  383036/712844      fill_distances_prices [64]
[54]     0.1    0.03    0.00  712844         rc_bittree_reverse_price [54]
                0.00    0.00 2913156/56101727     rc_bit_price [69]
-----------------------------------------------
                0.03    0.00    4886/4886        lzma_decode [24]
[55]     0.1    0.03    0.00    4886         rc_read_init [55]
-----------------------------------------------
                0.00    0.00 4416339/41882081     lzma_lzma_optimum_normal [8]
                0.03    0.00 37465742/41882081     helper1 [13]
[56]     0.1    0.03    0.00 41882081         mf_ptr [56]
-----------------------------------------------
                0.03    0.00 5202558/5202558     get_pos_len_price [47]
[57]     0.1    0.03    0.00 5202558         get_pos_slot_2 [57]
-----------------------------------------------
                0.00    0.00  543664/5768139     fill_distances_prices [64]
                0.01    0.00 1755129/5768139     helper1 [13]
                0.01    0.00 3469346/5768139     helper2 [33]
[58]     0.1    0.02    0.01 5768139         rc_bittree_price [58]
                0.01    0.00 45057784/56101727     rc_bit_price [69]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.1    0.03    0.00                 lzma_mf_bt3_skip [59]
-----------------------------------------------
                0.02    0.00 17966391/17966391     lzma_decode [24]
[60]     0.1    0.02    0.00 17966391         dict_put [60]
-----------------------------------------------
                0.00    0.00   80977/12559573     get_pure_rep_price [81]
                0.01    0.00 3617312/12559573     helper1 [13]
                0.01    0.00 8861284/12559573     helper2 [33]
[61]     0.1    0.02    0.00 12559573         rc_bit_1_price [61]
-----------------------------------------------
                0.01    0.00  352613/1115106     helper1 [13]
                0.01    0.00  762493/1115106     helper2 [33]
[62]     0.1    0.02    0.00 1115106         get_short_rep_price [62]
                0.00    0.00 2230212/11554526     rc_bit_0_price [99]
-----------------------------------------------
                0.01    0.01   20613/20613       lzma_lzma_optimum_normal [8]
[63]     0.1    0.01    0.01   20613         fill_align_prices [63]
                0.01    0.00  329808/712844      rc_bittree_reverse_price [54]
-----------------------------------------------
                0.00    0.02    3089/3089        lzma_lzma_optimum_normal [8]
[64]     0.1    0.00    0.02    3089         fill_distances_prices [64]
                0.02    0.00  383036/712844      rc_bittree_reverse_price [54]
                0.00    0.00  543664/5768139     rc_bittree_price [58]
                0.00    0.00  383036/383036      get_pos_slot [104]
                0.00    0.00  370680/370680      rc_direct_price [105]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.1    0.02    0.00                 mf_skip [65]
-----------------------------------------------
                0.00    0.01 1160395/1160395     literal [29]
[66]     0.1    0.00    0.01 1160395         literal_matched [66]
                0.01    0.00 9283160/367318462     rc_bit [31]
-----------------------------------------------
                0.00    0.01       1/1           lzma_lzma_encode [7]
[67]     0.0    0.00    0.01       1         encode_init [67]
                0.01    0.00       1/1           mf_skip [68]
                0.00    0.00       1/39380744     rc_bittree [30]
                0.00    0.00       1/367318462     rc_bit [31]
-----------------------------------------------
                0.01    0.00       1/1           encode_init [67]
[68]     0.0    0.01    0.00       1         mf_skip [68]
                0.00    0.00       1/397         lzma_mf_bt4_skip [82]
-----------------------------------------------
                0.00    0.00   18251/56101727     get_pure_rep_price [81]
                0.00    0.00 2913156/56101727     rc_bittree_reverse_price [54]
                0.00    0.00 8112536/56101727     get_literal_price [42]
                0.01    0.00 45057784/56101727     rc_bittree_price [58]
[69]     0.0    0.01    0.00 56101727         rc_bit_price [69]
-----------------------------------------------
                0.00    0.00 4416339/41882082     lzma_lzma_optimum_normal [8]
                0.01    0.00 37465743/41882082     helper1 [13]
[70]     0.0    0.01    0.00 41882082         mf_avail [70]
-----------------------------------------------
                0.00    0.00    3874/5378026     backward [88]
                0.00    0.00 1808656/5378026     helper1 [13]
                0.01    0.00 3565496/5378026     helper2 [33]
[71]     0.0    0.01    0.00 5378026         make_literal [71]
-----------------------------------------------
                0.01    0.00  412890/412890      length_update_prices [74]
[72]     0.0    0.01    0.00  412890         rc_bittree_price [72]
                0.00    0.00 1238670/1238670     rc_bit_price [102]
-----------------------------------------------
                0.01    0.00  333802/333802      match [53]
[73]     0.0    0.01    0.00  333802         rc_direct [73]
-----------------------------------------------
                0.00    0.00    1024/27526       rep_match [76]
                0.00    0.00    3416/27526       length_encoder_reset [78]
                0.00    0.01   23086/27526       match [53]
[74]     0.0    0.00    0.01   27526         length_update_prices [74]
                0.01    0.00  412890/412890      rc_bittree_price [72]
                0.00    0.00   55052/55052       rc_bit_0_price [108]
                0.00    0.00   55052/55052       rc_bit_1_price [109]
-----------------------------------------------
                0.00    0.00   17833/375656      rep_match [76]
                0.00    0.01  357823/375656      match [53]
[75]     0.0    0.00    0.01  375656         length [75]
                0.00    0.00  375656/39380744     rc_bittree [30]
                0.00    0.00  376156/367318462     rc_bit [31]
-----------------------------------------------
                0.00    0.00  819030/819030      encode_symbol [25]
[76]     0.0    0.00    0.00  819030         rep_match [76]
                0.00    0.00 1642089/367318462     rc_bit [31]
                0.00    0.00    1024/27526       length_update_prices [74]
                0.00    0.00   17833/375656      length [75]
-----------------------------------------------
                0.00    0.00  356255/356255      match [53]
[77]     0.0    0.00    0.00  356255         rc_bittree_reverse [77]
                0.00    0.00 1401910/367318462     rc_bit [31]
-----------------------------------------------
                0.00    0.00     854/854         lzma_lzma_encoder_reset [79]
[78]     0.0    0.00    0.00     854         length_encoder_reset [78]
                0.00    0.00    3416/27526       length_update_prices [74]
-----------------------------------------------
                0.00    0.00       1/427         lzma2_encoder_init [91]
                0.00    0.00     426/427         lzma2_encode [6]
[79]     0.0    0.00    0.00     427         lzma_lzma_encoder_reset [79]
                0.00    0.00     854/854         length_encoder_reset [78]
                0.00    0.00     427/427         is_options_valid [123]
                0.00    0.00     427/1094        rc_reset [119]
                0.00    0.00     427/427         literal_init [124]
-----------------------------------------------
                0.00    0.00  449564/449564      lzma_decode [24]
[80]     0.0    0.00    0.00  449564         dict_repeat [80]
                0.00    0.00   72114/19513658     dict_get [49]
-----------------------------------------------
                0.00    0.00    6655/62726       helper1 [13]
                0.00    0.00   14303/62726       get_rep_price [84]
                0.00    0.00   41768/62726       helper2 [33]
[81]     0.0    0.00    0.00   62726         get_pure_rep_price [81]
                0.00    0.00   80977/12559573     rc_bit_1_price [61]
                0.00    0.00   18251/56101727     rc_bit_price [69]
                0.00    0.00   44475/11554526     rc_bit_0_price [99]
-----------------------------------------------
                0.00    0.00       1/397         mf_skip [68]
                0.00    0.00     396/397         mf_skip [83]
[82]     0.0    0.00    0.00     397         lzma_mf_bt4_skip [82]
                0.00    0.00   60958/41943037     move_pos [48]
                0.00    0.00   60958/41943436     mf_avail [52]
                0.00    0.00   60958/41943433     mf_ptr [98]
                0.00    0.00   60958/61258       bt_skip_func [107]
-----------------------------------------------
                0.00    0.00     396/396         helper1 [13]
[83]     0.0    0.00    0.00     396         mf_skip [83]
                0.00    0.00     396/397         lzma_mf_bt4_skip [82]
-----------------------------------------------
                0.00    0.00   14303/14303       helper2 [33]
[84]     0.0    0.00    0.00   14303         get_rep_price [84]
                0.00    0.00   14303/62726       get_pure_rep_price [81]
                0.00    0.00   14303/5758512     get_len_price [100]
-----------------------------------------------
                0.00    0.00       2/4           lzma_index_hash_append [86]
                0.00    0.00       2/4           lzma_index_hash_decode [87]
[85]     0.0    0.00    0.00       4         hash_append [85]
                0.00    0.00       4/23424       lzma_check_update [40]
                0.00    0.00       8/25          lzma_vli_size [132]
                0.00    0.00       4/10          vli_ceil4 [140]
                0.00    0.00       4/4           lzma_sha256_update [161]
-----------------------------------------------
                0.00    0.00       2/2           stream_decode [19]
[86]     0.0    0.00    0.00       2         lzma_index_hash_append [86]
                0.00    0.00       2/4           hash_append [85]
                0.00    0.00       2/10          vli_ceil4 [140]
                0.00    0.00       2/6           index_size [147]
                0.00    0.00       2/2           index_stream_size [173]
-----------------------------------------------
                0.00    0.00       2/2           stream_decode [19]
[87]     0.0    0.00    0.00       2         lzma_index_hash_decode [87]
                0.00    0.00       2/4           hash_append [85]
                0.00    0.00       6/10          lzma_vli_decode [139]
                0.00    0.00       4/4           lzma_sha256_finish [159]
                0.00    0.00       4/7           lzma_check_finish [143]
                0.00    0.00       2/8           index_size_unpadded [141]
                0.00    0.00       2/10          lzma_check_size [138]
                0.00    0.00       2/12          lzma_crc32 [137]
-----------------------------------------------
                0.00    0.00 1579041/1579041     lzma_lzma_optimum_normal [8]
[88]     0.0    0.00    0.00 1579041         backward [88]
                0.00    0.00    3874/5378026     make_literal [71]
-----------------------------------------------
                0.00    0.00       3/3           spec_mem_sum [27]
[89]     0.0    0.00    0.00       3         sha_done [89]
                0.00    0.00       4/780868      sha_compress [26]
                0.00    0.00      24/27          store64 [131]
-----------------------------------------------
                0.00    0.00       1/3           stream_encoder_update [96]
                0.00    0.00       2/3           stream_decode [19]
[90]     0.0    0.00    0.00       3         lzma_raw_coder_init [90]
                0.00    0.00       1/1           lzma_lz_encoder_init [92]
                0.00    0.00       3/5           validate_chain [154]
                0.00    0.00       3/6           lzma_next_filter_init [149]
                0.00    0.00       2/6           decoder_find [146]
                0.00    0.00       2/2           lzma_lz_decoder_init [190]
                0.00    0.00       2/2           lzma_lzma2_decoder_init [192]
                0.00    0.00       1/4           encoder_find [155]
                0.00    0.00       1/1           lzma_lzma2_encoder_init [246]
-----------------------------------------------
                0.00    0.00       1/1           lzma_lz_encoder_init [92]
[91]     0.0    0.00    0.00       1         lzma2_encoder_init [91]
                0.00    0.00       1/427         lzma_lzma_encoder_reset [79]
                0.00    0.00       1/31          lzma_alloc [130]
                0.00    0.00       1/1           lzma_lzma_encoder_create [248]
-----------------------------------------------
                0.00    0.00       1/1           lzma_raw_coder_init [90]
[92]     0.0    0.00    0.00       1         lzma_lz_encoder_init [92]
                0.00    0.00       1/1           lzma2_encoder_init [91]
                0.00    0.00       1/31          lzma_alloc [130]
                0.00    0.00       1/1           lz_encoder_prepare [230]
                0.00    0.00       1/1           lz_encoder_init [229]
                0.00    0.00       1/6           lzma_next_filter_init [149]
-----------------------------------------------
                0.00    0.00       1/1           compressStream [14]
[93]     0.0    0.00    0.00       1         init_encoder [93]
                0.00    0.00       1/1           lzma_stream_encoder [94]
                0.00    0.00       1/1           lzma_lzma_preset [250]
-----------------------------------------------
                0.00    0.00       1/1           init_encoder [93]
[94]     0.0    0.00    0.00       1         lzma_stream_encoder [94]
                0.00    0.00       1/1           lzma_stream_encoder_init [95]
                0.00    0.00       1/3           lzma_strm_init [166]
-----------------------------------------------
                0.00    0.00       1/1           lzma_stream_encoder [94]
[95]     0.0    0.00    0.00       1         lzma_stream_encoder_init [95]
                0.00    0.00       1/1           stream_encoder_update [96]
                0.00    0.00       1/13          lzma_next_end <cycle 1> [133]
                0.00    0.00       1/31          lzma_alloc [130]
                0.00    0.00       1/2           lzma_index_end [185]
                0.00    0.00       1/1           lzma_index_init [241]
                0.00    0.00       1/1           lzma_stream_header_encode [254]
                0.00    0.00       1/1           lzma_filters_copy [237]
-----------------------------------------------
                0.00    0.00       1/1           lzma_stream_encoder_init [95]
[96]     0.0    0.00    0.00       1         stream_encoder_update [96]
                0.00    0.00       1/3           lzma_raw_coder_init [90]
                0.00    0.00       1/1           lzma_raw_encoder_init [252]
                0.00    0.00       1/1           lzma_block_encoder_init [232]
                0.00    0.00       1/1           block_encoder_init [216]
-----------------------------------------------
[97]     0.0    0.00    0.00      13+19      <cycle 1 as a whole> [97]
                0.00    0.00      23             lzma_next_end <cycle 1> [133]
                0.00    0.00       2             stream_decoder_end <cycle 1> [211]
                0.00    0.00       2             block_decoder_end <cycle 1> [170]
                0.00    0.00       2             lz_decoder_end <cycle 1> [179]
                0.00    0.00       1             stream_encoder_end <cycle 1> [260]
                0.00    0.00       1             block_encoder_end <cycle 1> [215]
                0.00    0.00       1             lz_encoder_end <cycle 1> [228]
-----------------------------------------------
                0.00    0.00     396/41943433     lzma_mf_find [11]
                0.00    0.00   60958/41943433     lzma_mf_bt4_skip [82]
                0.00    0.00 41882079/41943433     lzma_mf_bt4_find [12]
[98]     0.0    0.00    0.00 41943433         mf_ptr [98]
-----------------------------------------------
                0.00    0.00   44475/11554526     get_pure_rep_price [81]
                0.00    0.00 2230212/11554526     get_short_rep_price [62]
                0.00    0.00 3387697/11554526     helper1 [13]
                0.00    0.00 5892142/11554526     helper2 [33]
[99]     0.0    0.00    0.00 11554526         rc_bit_0_price [99]
-----------------------------------------------
                0.00    0.00    8671/5758512     helper1 [13]
                0.00    0.00   14303/5758512     get_rep_price [84]
                0.00    0.00   69371/5758512     helper2 [33]
                0.00    0.00 5666167/5758512     get_pos_len_price [47]
[100]    0.0    0.00    0.00 5758512         get_len_price [100]
-----------------------------------------------
                0.00    0.00 1494936/1494936     lzma_decode [24]
[101]    0.0    0.00    0.00 1494936         dict_is_distance_valid [101]
-----------------------------------------------
                0.00    0.00 1238670/1238670     rc_bittree_price [72]
[102]    0.0    0.00    0.00 1238670         rc_bit_price [102]
-----------------------------------------------
                0.00    0.00  226535/890140      helper1 [13]
                0.00    0.00  663605/890140      helper2 [33]
[103]    0.0    0.00    0.00  890140         make_short_rep [103]
-----------------------------------------------
                0.00    0.00  383036/383036      fill_distances_prices [64]
[104]    0.0    0.00    0.00  383036         get_pos_slot [104]
-----------------------------------------------
                0.00    0.00  370680/370680      fill_distances_prices [64]
[105]    0.0    0.00    0.00  370680         rc_direct_price [105]
-----------------------------------------------
                0.00    0.00  357823/357823      match [53]
[106]    0.0    0.00    0.00  357823         get_pos_slot [106]
-----------------------------------------------
                0.00    0.00     300/61258       lzma_mf_bt4_find [12]
                0.00    0.00   60958/61258       lzma_mf_bt4_skip [82]
[107]    0.0    0.00    0.00   61258         bt_skip_func [107]
-----------------------------------------------
                0.00    0.00   55052/55052       length_update_prices [74]
[108]    0.0    0.00    0.00   55052         rc_bit_0_price [108]
-----------------------------------------------
                0.00    0.00   55052/55052       length_update_prices [74]
[109]    0.0    0.00    0.00   55052         rc_bit_1_price [109]
-----------------------------------------------
                0.00    0.00   27962/27962       block_decode [20]
[110]    0.0    0.00    0.00   27962         update_size [110]
-----------------------------------------------
                0.00    0.00   10244/24046       compressStream [14]
                0.00    0.00   13802/24046       uncompressStream [10]
[111]    0.0    0.00    0.00   24046         spec_mem_feof [111]
-----------------------------------------------
                0.00    0.00       1/17629       block_encode [3]
                0.00    0.00       2/17629       block_decode [20]
                0.00    0.00       3/17629       stream_encode [4]
                0.00    0.00       6/17629       stream_decode [19]
                0.00    0.00    2466/17629       lzma2_encode [6]
                0.00    0.00    5134/17629       fill_window [117]
                0.00    0.00   10017/17629       dict_write [115]
[112]    0.0    0.00    0.00   17629         lzma_bufcpy [112]
-----------------------------------------------
                0.00    0.00    4984/12066       compressStream [14]
                0.00    0.00    7082/12066       uncompressStream [10]
[113]    0.0    0.00    0.00   12066         spec_mem_fwrite [113]
-----------------------------------------------
                0.00    0.00    5120/12021       compressStream [14]
                0.00    0.00    6901/12021       uncompressStream [10]
[114]    0.0    0.00    0.00   12021         spec_mem_fread [114]
-----------------------------------------------
                0.00    0.00   10017/10017       lzma2_decode [21]
[115]    0.0    0.00    0.00   10017         dict_write [115]
                0.00    0.00   10017/17629       lzma_bufcpy [112]
-----------------------------------------------
                0.00    0.00    5800/5800        lzma_lzma_encode [7]
[116]    0.0    0.00    0.00    5800         mf_position [116]
-----------------------------------------------
                0.00    0.00    5134/5134        lz_encode [5]
[117]    0.0    0.00    0.00    5134         fill_window [117]
                0.00    0.00    5134/17629       lzma_bufcpy [112]
                0.00    0.00      14/14          move_window [136]
-----------------------------------------------
                0.00    0.00    3611/3611        lzma2_encode [6]
[118]    0.0    0.00    0.00    3611         mf_read [118]
-----------------------------------------------
                0.00    0.00     427/1094        lzma_lzma_encoder_reset [79]
                0.00    0.00     667/1094        rc_encode [18]
[119]    0.0    0.00    0.00    1094         rc_reset [119]
-----------------------------------------------
                0.00    0.00     668/668         lzma2_encode [6]
[120]    0.0    0.00    0.00     668         mf_unencoded [120]
-----------------------------------------------
                0.00    0.00     667/667         lzma_lzma_encode [7]
[121]    0.0    0.00    0.00     667         rc_flush [121]
-----------------------------------------------
                0.00    0.00       1/428         lzma_lzma_lclppb_encode [249]
                0.00    0.00     427/428         is_options_valid [123]
[122]    0.0    0.00    0.00     428         is_lclppb_valid [122]
-----------------------------------------------
                0.00    0.00     427/427         lzma_lzma_encoder_reset [79]
[123]    0.0    0.00    0.00     427         is_options_valid [123]
                0.00    0.00     427/428         is_lclppb_valid [122]
-----------------------------------------------
                0.00    0.00     427/427         lzma_lzma_encoder_reset [79]
[124]    0.0    0.00    0.00     427         literal_init [124]
-----------------------------------------------
                0.00    0.00     427/427         lzma2_encode [6]
[125]    0.0    0.00    0.00     427         lzma2_header_uncompressed [125]
-----------------------------------------------
                0.00    0.00     294/294         lzma2_decode [21]
[126]    0.0    0.00    0.00     294         lzma_decoder_uncompressed [126]
-----------------------------------------------
                0.00    0.00     240/240         lzma2_encode [6]
[127]    0.0    0.00    0.00     240         lzma2_header_lzma [127]
                0.00    0.00       1/1           lzma_lzma_lclppb_encode [249]
-----------------------------------------------
                0.00    0.00     128/128         sum_str_to_hex [261]
[128]    0.0    0.00    0.00     128         hex_char_to_num [128]
-----------------------------------------------
                0.00    0.00       1/40          lzma_index_end [185]
                0.00    0.00       1/40          index_tree_node_end [225]
                0.00    0.00       1/40          lz_encoder_prepare [230]
                0.00    0.00       1/40          lzma2_encoder_end [231]
                0.00    0.00       2/40          stream_encoder_end <cycle 1> [260]
                0.00    0.00       2/40          stream_decoder_end <cycle 1> [211]
                0.00    0.00       2/40          lzma_lz_decoder_init [190]
                0.00    0.00       2/40          lzma2_decoder_end [180]
                0.00    0.00       3/40          lzma_end [165]
                0.00    0.00       3/40          lz_encoder_end <cycle 1> [228]
                0.00    0.00       4/40          lz_decoder_end <cycle 1> [179]
                0.00    0.00       8/40          stream_decode [19]
                0.00    0.00      10/40          lzma_next_end <cycle 1> [133]
[129]    0.0    0.00    0.00      40         lzma_free [129]
-----------------------------------------------
                0.00    0.00       1/31          lzma_filters_copy [237]
                0.00    0.00       1/31          index_init_plain [222]
                0.00    0.00       1/31          index_stream_init [224]
                0.00    0.00       1/31          lzma_index_append [238]
                0.00    0.00       1/31          lzma_block_encoder_init [232]
                0.00    0.00       1/31          lzma_index_encoder_init [240]
                0.00    0.00       1/31          lzma_stream_encoder_init [95]
                0.00    0.00       1/31          lzma_lz_encoder_init [92]
                0.00    0.00       1/31          lzma_lzma_encoder_create [248]
                0.00    0.00       1/31          lzma2_encoder_init [91]
                0.00    0.00       2/31          lzma_block_decoder_init [182]
                0.00    0.00       2/31          lzma_index_hash_init [187]
                0.00    0.00       2/31          lzma_stream_decoder_init [204]
                0.00    0.00       2/31          lz_encoder_init [229]
                0.00    0.00       2/31          lzma_lzma_decoder_create [195]
                0.00    0.00       2/31          lzma2_decoder_init [181]
                0.00    0.00       2/31          lzma_lzma2_props_decode [194]
                0.00    0.00       3/31          lzma_strm_init [166]
                0.00    0.00       4/31          lzma_lz_decoder_init [190]
[130]    0.0    0.00    0.00      31         lzma_alloc [130]
-----------------------------------------------
                0.00    0.00       3/27          spec_mem_sum [27]
                0.00    0.00      24/27          sha_done [89]
[131]    0.0    0.00    0.00      27         store64 [131]
-----------------------------------------------
                0.00    0.00       2/25          lzma_index_append [238]
                0.00    0.00       2/25          lzma_filter_flags_size [236]
                0.00    0.00       5/25          index_size_unpadded [151]
                0.00    0.00       8/25          hash_append [85]
                0.00    0.00       8/25          index_size_unpadded [141]
[132]    0.0    0.00    0.00      25         lzma_vli_size [132]
-----------------------------------------------
                                   1             block_encoder_end <cycle 1> [215]
